Knockback: The Awakening,11,"30 Apr, 2020","Early Access, Indie, Action, Zombies, Physics, Shooter, Multiplayer, 3D, Co-op, Online Co-Op, Survival, Casual, First-Person, Singleplayer, Funny, Magic, Fantasy, Cartoony, Comedy"
Wounded - The Beginning,107,"28 Feb, 2019","Action, Adventure, Indie, Horror, Violent, Gore, Survival Horror, First-Person, Survival, 3D, Atmospheric, Dark, Detective, Mystery, Thriller, Zombies, Multiple Endings, Singleplayer, Blood, Multiplayer"
Total Miner,446,"23 Dec, 2017","Indie, Action, RPG, Adventure, Sandbox, Early Access, Open World, Voxel, Building, First-Person, Survival, Singleplayer, Replay Value, Pixel Graphics, Multiplayer"
Riff Racer - Race Your Music!,1646,"12 May, 2016","Racing, Music, Automobile Sim, Music-Based Procedural Generation, Indie, Driving, Casual, Arcade, Rhythm, Action, Singleplayer, Early Access, Great Soundtrack, Multiplayer, Atmospheric"
PHAGEBORN Online Card Game,70,"7 Feb, 2020","Strategy, Casual, Indie, RPG, Action, Adventure, Card Game, Free to Play, Early Access, Multiplayer, Turn-Based, Fantasy, Dark Fantasy, Violent, Tactical, Turn-Based Strategy, Board Game, Card Battler, Magic, Singleplayer"
Hellbound: Survival Mode,1917,"22 Nov, 2019","Free to Play, Action, Gore, Indie, FPS, Multiplayer, Survival, Violent, First-Person, Singleplayer, Demons, Shooter, Blood, Retro, Dark, 1990's, Third-Person Shooter, Third Person, Atmospheric, Difficult"
The Floor Is Still Really Cheap Lava,39,"25 Nov, 2020","Runner, Heist, Casual, Racing, PvP, Tutorial, Strategy, Action, Cartoony, Colorful, Multiplayer, Free to Play, Singleplayer, Indie"
Serious Sam Classic: The Second Encounter,980,"30 Aug, 2019","Action, FPS, Classic, Co-op, Shooter, Indie, First-Person, Gore, Multiplayer, Old School, Comedy, Singleplayer, Great Soundtrack, Split Screen, Sci-fi, Adventure, Local Co-Op, Funny, Difficult, Aliens"
Half Minute Hero: Super Mega Neo Climax Ultimate Boy,930,"27 Sep, 2012","RPG, Action, Parody , Casual, Fast-Paced, JRPG, Comedy, Retro, Indie, 2D, Fantasy, Puzzle, Singleplayer, Experimental, Adventure, Pixel Graphics, Great Soundtrack, Multiplayer, Funny, Anime"
Furious Seas,126,"16 Jul, 2018","Action, Indie, Early Access, Pirates, Naval Combat, VR, Sailing, Naval, Multiplayer, Singleplayer, Arcade, Co-op, First-Person, Funny, Atmospheric, Action-Adventure, Adventure, Shooter"
Oh My Godheads,14,"5 Dec, 2017","Action, 4 Player Local, Local Co-Op, Singleplayer, Multiplayer, Colorful, Fighting, Family Friendly, Third Person, Great Soundtrack, Cute, Comedy, Casual, Local Multiplayer, Co-op, Funny, Fast-Paced, Indie, PvP, Competitive"
Outbreak: The New Nightmare,224,"5 Jan, 2018","Survival Horror, Online Co-Op, Multiplayer, Horror, Zombies, Action, Adventure, Indie, RPG, Dark, Violent, Gore, Atmospheric, Singleplayer, Early Access, Survival, Exploration, Demons, Female Protagonist, Difficult"
Gear Up,8628,"28 Jan, 2015","Free to Play, Multiplayer, Robots, Action, Shooter, Tanks, Building, PvP, Third Person, War, Massively Multiplayer, Sandbox, Indie, Strategy, Open World, Funny, Simulation, FPS, Adventure, Singleplayer"
Mighty No. 9,1548,"21 Jun, 2016","Action, Platformer, Anime, Side Scroller, Kickstarter, 2.5D, Retro, Robots, Multiplayer, Singleplayer, Indie, Co-op, Casual, Difficult, Sci-fi, Comedy, 2D, Great Soundtrack, Family Friendly, Female Protagonist"
Battle Grounds III,2141,"30 Jun, 2019","Historical, Free to Play, Multiplayer, Action, Indie, Violent, FPS, Early Access, First-Person, Shooter, Singleplayer, War, America"
8-Bit Commando,70,"2 Jun, 2014","Shoot 'Em Up, 2D, Classic, Retro, Co-op, Action, Indie, Local Co-Op, Pixel Graphics, Platformer, Arcade, Great Soundtrack, Multiplayer, Singleplayer, Driving, Online Co-Op, Controller, Dog, Old School, Shooter"
Transmissions: Element 120,8979,"16 Jun, 2016","Free to Play, Action, Shooter, Zombies, Horror, Multiplayer, First-Person, FPS, Singleplayer, Mod, Atmospheric, Indie, Survival, Sci-fi, Short, Puzzle, Adventure, Open World, Co-op, Walking Simulator"
Dystopia,959,"6 Feb, 2009","Free to Play, Action, Multiplayer, Mod, Cyberpunk, FPS, Indie, Hacking, Sci-fi, Dystopian , Shooter, First-Person, Singleplayer, Futuristic, Co-op, Survival, Adventure, Great Soundtrack, Robots, Tactical"
State of Decay,15517,"5 Nov, 2013","Zombies, Survival, Open World, Action, Post-apocalyptic, RPG, Third Person, Base Building, Singleplayer, Sandbox, Simulation, Multiplayer, Exploration, Adventure, Horror, Third-Person Shooter, Survival Horror, Atmospheric, Co-op, Indie"
Super Crate Box,6661,"29 Aug, 2012","Free to Play, Indie, Platformer, Pixel Graphics, Action, 2D, Shooter, Arcade, Multiplayer, Singleplayer, Difficult, Retro, Addictive, GameMaker, Fast-Paced, Controller, Co-op, Great Soundtrack, Family Friendly, Roguelike"
Depth Hunter 2: Deep Dive,171,"20 Aug, 2014","Simulation, Casual, Underwater, Hunting, Action, Sports, Indie, Adventure, Singleplayer, Fishing, FPS, Multiplayer, First-Person"
Shoppe Keep,1880,"20 May, 2016","Simulation, Indie, RPG, Adventure, Management, Economy, First-Person, Early Access, Medieval, Singleplayer, Sandbox, Fantasy, Replay Value, Capitalism, Multiplayer, Funny, Action, Trading"
Minions Battle,73,"17 May, 2019","Action, Indie, Casual, 2D, Multiplayer, Shooter, Local Multiplayer, Short, Arcade, Singleplayer, Cute, Family Friendly, Pixel Graphics, Relaxing, Character Action Game, Psychological Horror, Point & Click, Voxel, Simulation"
King Lucas,79,"1 Dec, 2016","Indie, Action, Adventure, Platformer, 2D, Retro, Dungeon Crawler, Metroidvania, Multiplayer, Action-Adventure, Singleplayer, Great Soundtrack, Colorful, Difficult"
Serious Sam HD: The Second Encounter,227,"28 Apr, 2010","FPS, Action, Co-op, Shooter, Comedy, Multiplayer, Indie, Online Co-Op, Classic, Gore, Singleplayer, Cult Classic, Great Soundtrack, First-Person, Remake, Aliens, Sci-fi, Funny, Colorful, Arena Shooter"
Racket:Nx Demo,10,"17 Aug, 2016","Action, Indie, Sports"
Double Action: Boogaloo,10724,"23 Oct, 2014","Free to Play, Action, Multiplayer, Parkour, Shooter, Third-Person Shooter, FPS, Bullet Time, First-Person, Open World, Funny, Indie, Co-op, Comedy, Singleplayer, Online Co-Op, Adventure, Survival, Controller, Zombies"
How To Survive: Third Person Standalone,1105,"2 Jul, 2015","Survival, Zombies, Open World Survival Craft, Action, Multiplayer, Adventure, Crafting, Third Person, Open World, RPG, Co-op, Singleplayer, Horror, Third-Person Shooter, Survival Horror, Indie, Gore, Shooter, Post-apocalyptic"
They Can't Stop All Of Us,1564,"1 Nov, 2019","Free to Play, Strategy, Multiplayer, Memes, Indie, Tower Defense, Action, Violent, Co-op, Funny, Base Building, Comedy, Online Co-Op, Replay Value, Third Person, Early Access, Singleplayer, Shooter, Building, Bullet Hell"
Space God,12,"18 Apr, 2018","Shoot 'Em Up, Bullet Hell, Singleplayer, Co-op, PvP, Top-Down, Colorful, Indie, Action, Multiplayer, Shooter, Space, Fast-Paced, Sci-fi, Arcade, Retro, Online Co-Op, Casual, Top-Down Shooter, Score Attack"
Armoured Alliance,11,"8 Feb, 2019","Action, Strategy, Top-Down, Multiplayer, Singleplayer, Indie, Difficult"
Supraball,3127,"8 Feb, 2019","Sports, Multiplayer, Free to Play, First-Person, eSports, Football, Indie, Casual, Soccer, Action, Early Access, FPS, Strategy, Co-op, Team-Based, Funny, Singleplayer, Controller, Competitive"
STANDBY,73,"6 Jan, 2017","Indie, Action, Adventure, Difficult, Platformer, 2D, Singleplayer, Great Soundtrack, Arcade, Racing, Side Scroller, Casual, Colorful, Family Friendly, Music, Multiplayer, Strategy, Funny, Level Editor, Character Customization"
Zero-G,14,"13 Jan, 2017","Indie, Sports, Action, Local Multiplayer, Local Co-Op, Co-op, Multiplayer, Sci-fi, Retro, Team-Based, Singleplayer, 4 Player Local, Competitive, Futuristic, Football, Co-op Campaign, Controller, eSports, Soccer"
CS2D,7130,"15 Nov, 2017","Free to Play, 2D, Shooter, Multiplayer, Action, Top-Down Shooter, Casual, Indie, Top-Down, FPS, Zombies, Gore, Funny, Singleplayer, Pixel Graphics, Survival, Strategy, 2D Fighter, Co-op, Competitive"
Somewhere inside,37,"8 Nov, 2019","Indie, Action, RPG, Adventure, Massively Multiplayer, Co-op, Stealth, Horror, Multiplayer, Singleplayer, Beautiful, Team-Based, Funny, Atmospheric, Local Multiplayer, Cartoony, Replay Value, Family Friendly, Local Co-Op, Online Co-Op"
HELLFRONT: HONEYMOON,22,"19 Dec, 2018","Action, Strategy, Indie, Local Co-Op, Co-op, Tower Defense, Split Screen, Retro, Local Multiplayer, 4 Player Local, Controller, Multiplayer, Singleplayer, PvP, Twin Stick Shooter"
The Incredible Adventures of Van Helsing III,855,"22 May, 2015","RPG, Action, Adventure, Indie, Hack and Slash, Action RPG, Co-op, Singleplayer, Isometric, Multiplayer, Loot"
AXYOS,1598,"1 Aug, 2018","FPS, Wargame, MOBA, PvP, PvE, Shooter, First-Person, Hero Shooter, Action, Realistic, Military, Sniper, War, Modern, Online Co-Op, Multiplayer, Free to Play, Singleplayer, Indie, 3D"
Nomad,4229,"26 Jun, 2015","Survival, Open World Survival Craft, Multiplayer, Free to Play, Zombies, Open World, Crafting, Adventure, Action, Early Access, Co-op, First-Person, FPS, Indie, Shooter, Massively Multiplayer, Pixel Graphics, Post-apocalyptic, Singleplayer, Casual"
Easy Shooter,20,"19 Jul, 2020","Action, Indie, Massively Multiplayer, Online Co-Op, Multiplayer, Cartoony, Shooter, Beautiful, Early Access, Co-op, Fast-Paced, Singleplayer, Funny, Survival, War"
ONRAID,1807,"18 Apr, 2017","Free to Play, Action, 2D, Multiplayer, Massively Multiplayer, Indie, Shooter, Strategy, Co-op, Survival, Adventure, Platformer, Gore, Singleplayer, Online Co-Op, Early Access, MOBA, FPS"
Let's Go Nuts!,24,"1 Jun, 2018","Casual, Action, Indie, Free to Play, Multiplayer, Platformer, 2D, Funny, Local Multiplayer, Singleplayer, 4 Player Local, Cute, Local Co-Op, Adventure, Puzzle, Competitive, Controller, Logic, Parkour, Difficult"
Enforcer: Police Crime Action,1572,"24 Oct, 2014","Simulation, Action, Open World, Crime, Adventure, Singleplayer, Indie, Shooter, Sandbox, Third Person, Multiplayer, Realistic, Driving, Funny, Third-Person Shooter"
SurvivalZ Battlegrounds,265,"2 Apr, 2019","Action, Indie, Simulation, Strategy, Battle Royale, Multiplayer, Early Access, Voxel, Pixel Graphics, Singleplayer, Wargame, Family Friendly, Fighting, Arcade, War, Casual, Adventure, Relaxing"
Kill The Bad Guy,101,"28 May, 2014","Indie, Strategy, Simulation, Action, Puzzle, Gore, Funny, Singleplayer, Physics, Multiplayer"
Dimension Drive,19,"7 Dec, 2017","Shoot 'Em Up, Local Co-Op, Anime, Split Screen, Indie, Action, Arcade, Female Protagonist, Local Multiplayer, Shooter, Top-Down Shooter, Comic Book, 2D, Top-Down, Score Attack, Story Rich, Co-op, Multiplayer, Singleplayer, Real-Time"
Ur Game: The Game of Ancient Gods,11,"22 Jun, 2020","Casual, PvP, Board Game, Tabletop, Strategy, First-Person, 3D, Historical, Simulation, Realistic, Fantasy, Logic, Mythology, Multiplayer, Singleplayer, Grand Strategy, Atmospheric, Local Multiplayer, Indie, Action"
Monsters sandbox,12,"11 Dec, 2019","Arena Shooter, Hack and Slash, Zombies, Aliens, Gore, Multiplayer, Online Co-Op, Co-op, PvP, PvE, Shooter, Action, Indie, Sandbox, First-Person, Singleplayer, 3D, Massively Multiplayer, Violent, Survival"
Aqua Moto Racing Utopia,77,"30 Nov, 2016","Sports, Racing, Action, Indie, Simulation, Arcade, 4 Player Local, Multiplayer, Singleplayer, Atmospheric"
Earth Overclocked,119,"4 Dec, 2015","Action Roguelike, Indie, Adventure, Action, Roguelite, 4 Player Local, Local Co-Op, Procedural Generation, Local Multiplayer, Pixel Graphics, Top-Down, Singleplayer, Loot, Replay Value, Anime, Time Attack, Roguelike, Twin Stick Shooter, Shoot 'Em Up, Multiplayer"
"Pirates, Vikings, and Knights II",5156,"12 Feb, 2010","Free to Play, Multiplayer, Action, Medieval, Pirates, Funny, FPS, Swordplay, Indie, First-Person, Hack and Slash, Mod, Historical, Fast-Paced, PvP, Singleplayer, Shooter, Massively Multiplayer, RPG, Memes"
Until the last,13,"11 Sep, 2017","Indie, Horror, Action, Singleplayer, RPG, Sports, eSports, Souls-like, First-Person, 3D, Dark, Atmospheric, Multiple Endings, Multiplayer, Real-Time, Short"
Guild Quest,1694,"26 Jan, 2017","Free to Play, Strategy, Casual, Simulation, Early Access, RPG, Multiplayer, Indie, Clicker, Singleplayer, Adventure, Action, Card Game, Building, 2D, Funny, Idler"
Cry of Fear,30113,"25 Apr, 2013","Horror, Free to Play, Multiplayer, Co-op, Survival Horror, Psychological Horror, Action, Atmospheric, Online Co-Op, Indie, First-Person, Adventure, Zombies, Psychological, FPS, Singleplayer, Survival, Shooter, Mod, Massively Multiplayer"
Soda Dungeon,5192,"6 Feb, 2017","Free to Play, RPG, Pixel Graphics, Casual, 2D, Clicker, Turn-Based, Singleplayer, Dungeon Crawler, Adventure, Fantasy, Strategy, Indie, Action, Comedy, Turn-Based Combat, Great Soundtrack, Multiplayer, Point & Click, Idler"
Totally Unbalanced,119,"29 Jul, 2016","Racing, Action, Adventure, Indie, Casual, Puzzle, Multiplayer, Arcade, Singleplayer, Runner, Stylized, Puzzle Platformer, Great Soundtrack, Platformer, Funny, Fantasy, Character Customization, Atmospheric, Action-Adventure, Free to Play"
Deadly 30,982,"8 Jan, 2014","Action, Indie, Zombies, Survival, Singleplayer, 2D, Horror, Side Scroller, Shooter, Retro, Platformer, Gore, Tower Defense, Multiplayer"
Estranged: Act I,6636,"16 Jan, 2014","Free to Play, Adventure, Horror, FPS, Zombies, Action, Mod, Indie, Singleplayer, First-Person, Atmospheric, Multiplayer, Shooter, Mystery, Survival, Puzzle, VR, Story Rich, Survival Horror, Open World"
Adventure Time: Finn and Jake's Epic Quest,363,"11 Apr, 2014","Adventure, Action, Cartoon, RPG, Family Friendly, Funny, Singleplayer, Epic, Comedy, Third Person, Fantasy, Multiplayer, 3D, Open World, Indie, Arcade"
Blameless,4197,"13 Oct, 2016","Free to Play, Horror, Adventure, Puzzle, Indie, Multiplayer, First-Person, Singleplayer, Mystery, Survival Horror, Short, Detective, Atmospheric, Action, Survival, Psychological Horror, Open World"
StarCrossed,19,"11 Feb, 2020","Action, Female Protagonist, Cute, Local Co-Op, Indie, Arcade, LGBTQ+, Colorful, Co-op, Bullet Hell, Anime, Multiplayer, Great Soundtrack, Retro, Visual Novel, Singleplayer, Shoot 'Em Up, 2D"
Mad Combat Marines,304,"13 Jul, 2016","Action, Indie, Casual, Automobile Sim, Third-Person Shooter, Multiplayer, Shooter, Cartoony, Driving, PvP, Sniper, Singleplayer, Cartoon, Nonlinear"
McDROID,108,"5 Sep, 2014","Third-Person Shooter, Tower Defense, Cartoony, Base Building, Robots, Strategy, Action, Indie, RTS, Shooter, Funny, Character Customization, 3D, Third Person, Aliens, Singleplayer, Survival, Co-op, Multiplayer, Adventure"
DEAD DOZEN Escape,378,"19 Jun, 2018","Action, Zombies, Multiplayer, Horror, Co-op, FPS, Shooter, First-Person, Realistic, Destruction, Team-Based, Tactical, Physics, Indie, Massively Multiplayer, Singleplayer, Difficult, Funny, Great Soundtrack, Family Friendly"
Spirit Arena,10,"18 Sep, 2019","Action, Shoot 'Em Up, Indie, Local Co-Op, Colorful, Cute, Casual, Local Multiplayer, 2D, Multiplayer, Controller, Great Soundtrack, Bullet Hell, Short, Arcade, Family Friendly, Twin Stick Shooter, Co-op, Difficult, Singleplayer"
Just Arms,19,"19 Apr, 2020","Action, Adventure, Casual, Physics, Precision Platformer, Funny, Difficult, Psychological Horror, Platformer, 2D, Colorful, Magic, Medieval, Memes, Dark Humor, Dark Comedy, PvP, Singleplayer, Multiplayer, Indie"
Insanity Clicker,2525,"7 Jun, 2016","Free to Play, Clicker, Horror, Casual, Adventure, RPG, Indie, Simulation, Strategy, Nudity, Action, Multiplayer, Gore, Singleplayer, Psychological Horror, Female Protagonist, Zombies, Sexual Content, Co-op, Memes"
Thinking with Time Machine,3775,"18 Apr, 2014","Free to Play, Mod, Puzzle, Adventure, Time Travel, Action, Indie, Singleplayer, First-Person, Multiplayer, FPS, Female Protagonist, Sci-fi, Funny, Epic, Strategy, Difficult, Story Rich, Co-op, Comedy"
Son of Nor,111,"27 Apr, 2015","PvP, Action, Magic, Adventure, Indie, Split Screen, Multiplayer, Co-op, Puzzle, Action-Adventure, Crowdfunded, Local Co-Op, Third Person, Fantasy, Kickstarter, Singleplayer, Physics, Local Multiplayer, Destruction, Character Action Game"
Legend of Dungeon,1146,"13 Sep, 2013","Action Roguelike, Roguelike, Indie, RPG, Dungeon Crawler, Local Co-Op, Pixel Graphics, Action, Perma Death, Procedural Generation, 4 Player Local, Roguelite, Singleplayer, Fantasy, Difficult, Local Multiplayer, VR, Multiplayer, Co-op, Kickstarter"
DETOUR,1336,"16 May, 2011","Indie, Strategy, Puzzle, Singleplayer, Casual, Multiplayer, Shoot 'Em Up, 2D, Simulation, Action, Family Friendly, Great Soundtrack, Atmospheric, Turn-Based, Story Rich"
Virus Crashers,14,"20 Feb, 2017","Action, Indie, Casual, Pixel Graphics, Multiplayer, Retro, Arcade, 2D, Platformer, Local Multiplayer, Precision Platformer, 2D Platformer, PvP, Co-op, Local Co-Op, Online Co-Op, Singleplayer"
Clandestine,282,"5 Nov, 2015","Stealth, Co-op, Hacking, Female Protagonist, Action, Indie, Singleplayer, Choices Matter, Story Rich, Third Person, Multiplayer, Asynchronous Multiplayer"
Crawlers and Brawlers,34,"22 Aug, 2016","Action, Indie, RPG, Action Roguelike, 2D, Pixel Graphics, Procedural Generation, Multiplayer, Co-op, Controller, Local Multiplayer, Retro, Dungeon Crawler, Roguelite, PvP, Action RPG, Action-Adventure, Singleplayer, Loot, Blood"
Medusa's Labyrinth,1068,"15 Feb, 2016","Free to Play, Horror, Adventure, Action, Indie, Multiplayer, First-Person, Singleplayer, Mythology, FPS, Stealth, Open World"
Robot Soccer Challenge,47,"18 Feb, 2019","Indie, Casual, Sports, Racing, 4 Player Local, Soccer, Local Multiplayer, Football, Local Co-Op, Singleplayer, Multiplayer, Funny, Action, Family Friendly, Split Screen, Team-Based, Competitive, Fast-Paced, PvP, Co-op"
Galactic Force,76,"16 Nov, 2018","Action, Indie, FPS, Sci-fi, Shooter, Multiplayer, Survival, First-Person, Singleplayer, Arena Shooter, Sniper, PvP, Co-op, Arcade, Competitive, Aliens, Battle Royale"
Conflict Area,38,"1 Jul, 2020","Action, Shooter, Action-Adventure, FPS, Tabletop, Wargame, First-Person, Tactical, Atmospheric, Gore, Violent, War, Indie, Early Access, Adventure, Combat, Multiplayer, Singleplayer"
Stick 'Em Up 2: Paper Adventures,108,"27 Jul, 2015","Action, Adventure, Indie, Side Scroller, Platformer, Co-op, 4 Player Local, Local Multiplayer, Multiplayer, Local Co-Op, 2D, Controller, Singleplayer"
Moirs,13,"30 Jun, 2020","Action, Rhythm, Casual, Arcade, Singleplayer, 2.5D, Parody , Multiple Endings, Relaxing, Funny, Comedy, Indie, Atmospheric, Colorful, Anime, Multiplayer, Music"
PWND,919,"6 Apr, 2018","Free to Play, Action, FPS, Multiplayer, Shooter, Casual, Indie, Violent, Fast-Paced, Arena Shooter, Singleplayer, Funny, First-Person, Early Access, Online Co-Op, Character Customization, Competitive, Retro, Addictive"
MiDZone,11,"11 Jul, 2016","Action, Indie, Singleplayer, FPS, First-Person, Multiplayer"
Tankex,47,"30 May, 2019","Action, Indie, Casual, Pixel Graphics, Tanks, Family Friendly, Local Multiplayer, 2D, Arcade, Shooter, Multiplayer, Retro, Singleplayer, Short, Wargame, Cute, Relaxing, Point & Click, Strategy, Character Action Game"
PWND,919,"6 Apr, 2018","Free to Play, Action, FPS, Multiplayer, Shooter, Casual, Indie, Violent, Fast-Paced, Arena Shooter, Singleplayer, Funny, First-Person, Early Access, Online Co-Op, Character Customization, Competitive, Retro, Addictive"
Foreveracers,14,"29 Mar, 2018","Racing, Indie, Action, Sports, Automobile Sim, Casual, Cartoony, Driving, Open World, Singleplayer, Multiplayer, Offroad, Family Friendly, Physics, Funny, Colorful, Arcade"
Time Clickers,4734,"23 Jul, 2015","Clicker, Free to Play, Casual, Indie, Action, Shooter, Singleplayer, FPS, Time Travel, Multiplayer, Voxel, Strategy, Simulation, Adventure, First-Person, RPG, Relaxing, Tower Defense, Point & Click, Idler"
MiDZone,11,"11 Jul, 2016","Action, Indie, Singleplayer, FPS, First-Person, Multiplayer"
Fight The Dragon,971,"4 Dec, 2014","RPG, Indie, Hack and Slash, Co-op, Level Editor, Dragons, Local Co-Op, Multiplayer, Action RPG, Fantasy, Split Screen, Adventure, Action, Loot, Singleplayer, Dungeon Crawler, Online Co-Op, Isometric"
Fat Mask,18,"15 May, 2017","Action, Indie, Competitive, 4 Player Local, Puzzle, Local Multiplayer, Casual, Multiplayer, Local Co-Op, 2D, Fast-Paced, Controller, Puzzle Platformer, Singleplayer, Great Soundtrack, Strategy, Funny, Difficult, Cute"
Drifter King Online,11,"15 May, 2020","Racing, Action, Indie, Simulation, Arcade, Driving, Multiplayer, Sports, Great Soundtrack, Singleplayer, Automobile Sim, Replay Value, Top-Down, PvP, Competitive"
Telefrag VR,35,"19 Jul, 2019","VR, Arena Shooter, FPS, Casual, PvP, Shooter, First-Person, Alternate History, Action, Space, Sci-fi, Futuristic, Combat, Singleplayer, Multiplayer, Fast-Paced, Mature, Indie, Violent"
eBall,46,"21 May, 2019","Action, Indie, Casual, Massively Multiplayer, FPS, Shooter, Arena Shooter, Singleplayer, Colorful, Multiplayer, First-Person, Great Soundtrack, Arcade, Gore, Mature, Local Multiplayer, Violent, 4 Player Local, Sci-fi, Early Access"
Noob Squad,384,"5 Oct, 2016","Action, Casual, Indie, Multiplayer, Gore, FPS, Massively Multiplayer, Violent, First-Person, Shooter, Memes, Local Multiplayer, Replay Value, Atmospheric, Funny, Parody , Comedy, Nudity, Real-Time, Singleplayer"
Shepherds of the Abyss,20,"18 Nov, 2016","Tower Defense, Action, RPG, Indie, Strategy, Multiplayer, Singleplayer"
The Fifth Day,838,"25 Jul, 2014","Survival, Open World Survival Craft, Open World, Multiplayer, Post-apocalyptic, Action, Adventure, FPS, Robots, Sandbox, Crafting, Indie, Zombies, Sci-fi, Early Access, Co-op, Shooter, Singleplayer, First-Person, Massively Multiplayer"
Broken Bots,13,"8 Jun, 2016","Indie, Twin Stick Shooter, Action, Fast-Paced, Early Access, 2D, Top-Down Shooter, Arcade, Multiplayer, Controller, Split Screen, Singleplayer, Shooter, Pixel Graphics, Arena Shooter"
MONEY LOVES SILENCE,17,"24 Feb, 2020","Indie, Action, Adventure, Simulation, Early Access, Violent, Horror, Psychological Horror, Singleplayer, Supernatural, Multiple Endings, Story Rich, Difficult, Great Soundtrack, Economy, RTS, Multiplayer, Sci-fi, Gore"
Shooty Skies,1253,"6 Mar, 2018","Free to Play, Action, Indie, Funny, Shoot 'Em Up, Colorful, Singleplayer, Arcade, Fast-Paced, Voxel, Cute, Retro, Casual, Pixel Graphics, Bullet Hell, Shooter, Multiplayer, Family Friendly, Great Soundtrack, Dragons"
A Valley Without Wind,174,"24 Apr, 2012","Platformer, Action, Indie, Adventure, Procedural Generation, Experimental, Open World, Multiplayer, Metroidvania, Co-op, 2D, Roguevania, Action Roguelike, Roguelite, Magic, Singleplayer, Loot, Exploration, Sci-fi, Fantasy"
Wick,372,"2 Aug, 2020","Horror, Stealth, 3D, Choices Matter, Action, Demons, Atmospheric, Adventure, Dark, Resource Management, Singleplayer, Free to Play, Multiplayer, Indie, Short"
Detached: Non-VR Edition,17,"24 Jul, 2018","Simulation, Indie, Space, Exploration, Atmospheric, Great Soundtrack, Space Sim, 6DOF, Action, Flight, Immersive Sim, First-Person, Realistic, Futuristic, PvP, Physics, Open World, Singleplayer, Multiplayer, Controller"
Go All Out,13,"6 Jun, 2019","Action, Fighting, 3D Fighter, Casual, 4 Player Local, Arcade, 2D Fighter, Indie, Local Co-Op, Platformer, Local Multiplayer, Spectacle fighter, Online Co-Op, Singleplayer, Multiplayer, Combat, 3D, Battle Royale, Competitive, Character Customization"
Multicellular,44,"18 Oct, 2018","Action, Indie, Strategy, Adventure, Sandbox, Multiplayer, Survival, Tactical, Building, Physics, Exploration, Online Co-Op, PvP, Singleplayer, PvE, Difficult, Funny, Relaxing, Football, Soccer"
祭品的逆襲 The Counterattack Of Sacrifice,12,"21 Apr, 2019","Action, Adventure, Indie, Horror, Exploration, Survival, 3D Platformer, Survival Horror, First-Person, Faith, Casual, Supernatural, Thriller, Story Rich, Singleplayer, 3D, Multiplayer"
Fly Punch Boom: First Impact!,437,"15 Apr, 2020","Free to Play, Indie, Action, Multiplayer, 4 Player Local, Fighting, Local Multiplayer, 2D, Controller, Anime, Fast-Paced, Great Soundtrack, Competitive, 2D Fighter, Singleplayer, Arcade, Co-op, Beat 'em up, Funny"
DDraceNetwork,2364,"17 Aug, 2020","Online Co-Op, Team-Based, 2D Platformer, Level Editor, Precision Platformer, Platformer, 2D, Puzzle Platformer, Character Customization, Action, Moddable, Multiplayer, Choices Matter, Co-op, Puzzle, Singleplayer, Ninja, Free to Play, Racing, Indie"
I was rebuilt,19,"28 Jun, 2018","Indie, Action, Adventure, Platformer, Local Multiplayer, Multiplayer, Funny, GameMaker, Singleplayer, Comedy, Story Rich, Casual, Character Customization, Great Soundtrack, Pixel Graphics, Difficult, Puzzle Platformer, Early Access, 2D, Sci-fi"
Order No. 227: Not one step back!,57,"3 Jul, 2018","Action, Indie, 2D, Pixel Graphics, Shooter, Singleplayer, Gore, Platformer, Violent, Difficult, Controller, Emotional, Walking Simulator, Online Co-Op, Multiplayer, Funny, Adventure, RPG, Casual, Great Soundtrack"
Dance Magic,13,"15 Feb, 2016","Casual, Action, Indie, Rhythm, Music, Fighting, Simulation, Sports, Character Action Game, 3D Fighter, 3D, Cute, Colorful, Family Friendly, Old School, PvE, PvP, Multiplayer, Singleplayer, Sexual Content"
Einar,1450,"20 Jul, 2017","Free to Play, Action, Survival, Open World, Multiplayer, Singleplayer, Strategy, Adventure, Indie, Casual, Violent, Third Person, Medieval, Co-op, RPG, Hack and Slash, Sexual Content, Controller, Shooter, Horror"
Techwars Online,93,"17 Mar, 2016","Strategy, Massively Multiplayer, Indie, Action, Turn-Based Strategy, Tactical, Mechs, Multiplayer, Singleplayer, Board Game, Turn-Based"
Aegis Defenders,112,"8 Feb, 2018","Action, Strategy, Tower Defense, Pixel Graphics, Indie, RPG, Adventure, Platformer, Co-op, Local Co-Op, Local Multiplayer, 2D, Anime, Singleplayer, Multiplayer, Split Screen"
Gatewalkers (Alpha),755,"25 Jun, 2020","RPG, Action, Survival, Action RPG, Isometric, Fantasy, Loot, Crafting, Character Customization, Co-op, Online Co-Op, Multiplayer, Co-op Campaign, Singleplayer, Hack and Slash, Dark, Action-Adventure, Dungeon Crawler, Adventure, Indie"
PANIC STATION,51,"25 Aug, 2020","Action, Indie, Simulation, Adventure, Horror, First-Person, Sci-fi, Online Co-Op, Co-op, Futuristic, Singleplayer, Space, Dark, Thriller, Survival Horror, Combat, Multiplayer, Survival, Shooter, FPS"
Windmill Kings,13,"29 Jan, 2020","Strategy, Casual, Indie, Local Multiplayer, Touch-Friendly, Action, RTS, Fantasy, Tactical, Great Soundtrack, Multiplayer, 2D, Singleplayer, Addictive, Cartoony, Base Building, Tower Defense"
